hgnc_symbol	gene_biotype	ensembl_gene_id	ensembl_gene_id_version
KRTAP29-1	protein_coding	ENSG00000262218	ENSG00000262218.1
	snRNA	ENSG00000278793	ENSG00000278793.1
KIR3DL2	protein_coding	ENSG00000276882	ENSG00000276882.4
KRTAP9-2	protein_coding	ENSG00000262573	ENSG00000262573.2
KRTAP9-10P	unprocessed_pseudogene	ENSG00000263115	ENSG00000263115.1
KRTAP9-4	protein_coding	ENSG00000262896	ENSG00000262896.2
KRTAP9-6	protein_coding	ENSG00000263263	ENSG00000263263.1
	transcribed_processed_pseudogene	ENSG00000278833	ENSG00000278833.4
KIR3DL2	protein_coding	ENSG00000275629	ENSG00000275629.4
KRTAP9-7	protein_coding	ENSG00000262221	ENSG00000262221.1
KIR2DL4	protein_coding	ENSG00000277850	ENSG00000277850.4
KIR2DL4	protein_coding	ENSG00000277076	ENSG00000277076.4
KRTAP29-1	protein_coding	ENSG00000262542	ENSG00000262542.1
KRTAP9-12P	unprocessed_pseudogene	ENSG00000262214	ENSG00000262214.1
KRTAP9-11P	unprocessed_pseudogene	ENSG00000262946	ENSG00000262946.1
KRTAP9-9	protein_coding	ENSG00000262594	ENSG00000262594.4
	protein_coding	ENSG00000278277	ENSG00000278277.1
	transcribed_unprocessed_pseudogene	ENSG00000281062	ENSG00000281062.2
	unprocessed_pseudogene	ENSG00000276994	ENSG00000276994.1
KIR2DL2	protein_coding	ENSG00000278692	ENSG00000278692.1
	protein_coding	ENSG00000278817	ENSG00000278817.1
FTCD	protein_coding	ENSG00000281775	ENSG00000281775.2
KIR2DS2	protein_coding	ENSG00000275735	ENSG00000275735.1
LILRP1	unprocessed_pseudogene	ENSG00000273546	ENSG00000273546.1
	unprocessed_pseudogene	ENSG00000281496	ENSG00000281496.1
	snRNA	ENSG00000275782	ENSG00000275782.1
KIR3DL1	protein_coding	ENSG00000278368	ENSG00000278368.5
ANKRD18DP	transcribed_unprocessed_pseudogene	ENSG00000281617	ENSG00000281617.2
	protein_coding	ENSG00000276017	ENSG00000276017.1
	protein_coding	ENSG00000274971	ENSG00000274971.1
KIR2DS4	protein_coding	ENSG00000275731	ENSG00000275731.1
MREGP1	processed_pseudogene	ENSG00000282329	ENSG00000282329.1
	snRNA	ENSG00000273929	ENSG00000273929.1
	protein_coding	ENSG00000275428	ENSG00000275428.2
	lncRNA	ENSG00000276938	ENSG00000276938.3
	unprocessed_pseudogene	ENSG00000267237	ENSG00000267237.4
	processed_pseudogene	ENSG00000281577	ENSG00000281577.1
	processed_pseudogene	ENSG00000267639	ENSG00000267639.3
	unprocessed_pseudogene	ENSG00000281503	ENSG00000281503.1
RNU6-821P	snRNA	ENSG00000274706	ENSG00000274706.1
	snRNA	ENSG00000278747	ENSG00000278747.1
	processed_pseudogene	ENSG00000282391	ENSG00000282391.1
SINHCAF	protein_coding	ENSG00000276371	ENSG00000276371.2
	transcribed_unprocessed_pseudogene	ENSG00000282377	ENSG00000282377.1
	unprocessed_pseudogene	ENSG00000275422	ENSG00000275422.1
	lncRNA	ENSG00000282606	ENSG00000282606.1
KIR2DL2	protein_coding	ENSG00000275914	ENSG00000275914.5
SUDS3P1	processed_pseudogene	ENSG00000281351	ENSG00000281351.1
	lncRNA	ENSG00000281949	ENSG00000281949.1
	lncRNA	ENSG00000280559	ENSG00000280559.1
	lncRNA	ENSG00000282330	ENSG00000282330.1
	lncRNA	ENSG00000282103	ENSG00000282103.1
	lncRNA	ENSG00000281753	ENSG00000281753.1
FTCD-AS1	lncRNA	ENSG00000280541	ENSG00000280541.1
	unprocessed_pseudogene	ENSG00000277185	ENSG00000277185.1
	lncRNA	ENSG00000281995	ENSG00000281995.1
KIR2DL3	protein_coding	ENSG00000276459	ENSG00000276459.5
LSS	protein_coding	ENSG00000281289	ENSG00000281289.2
	lncRNA	ENSG00000280647	ENSG00000280647.1
SBNO2	protein_coding	ENSG00000278788	ENSG00000278788.4
	lncRNA	ENSG00000281942	ENSG00000281942.1
KIR2DL1	protein_coding	ENSG00000278207	ENSG00000278207.1
PROP1	protein_coding	ENSG00000274382	ENSG00000274382.2
CTDP1	protein_coding	ENSG00000282752	ENSG00000282752.1
	lncRNA	ENSG00000282347	ENSG00000282347.1
RPS17	protein_coding	ENSG00000278229	ENSG00000278229.2
KIR2DL1	protein_coding	ENSG00000278248	ENSG00000278248.1
	lncRNA	ENSG00000282245	ENSG00000282245.1
ERICH1	protein_coding	ENSG00000282665	ENSG00000282665.1
	lncRNA	ENSG00000281644	ENSG00000281644.2
	TEC	ENSG00000282480	ENSG00000282480.1
	TEC	ENSG00000282766	ENSG00000282766.1
	transcribed_unprocessed_pseudogene	ENSG00000278666	ENSG00000278666.3
PRB1	protein_coding	ENSG00000275517	ENSG00000275517.4
KIR2DL5A	protein_coding	ENSG00000278116	ENSG00000278116.1
NCR1	protein_coding	ENSG00000275637	ENSG00000275637.4
	protein_coding	ENSG00000275500	ENSG00000275500.1
KIR2DS1	protein_coding	ENSG00000276327	ENSG00000276327.1
	snRNA	ENSG00000274597	ENSG00000274597.1
GARRE1	protein_coding	ENSG00000279389	ENSG00000279389.3
	lncRNA	ENSG00000281914	ENSG00000281914.1
KIR2DL4	protein_coding	ENSG00000275848	ENSG00000275848.1
KIR3DL3	protein_coding	ENSG00000277028	ENSG00000277028.1
	snRNA	ENSG00000278140	ENSG00000278140.1
LSM14A	protein_coding	ENSG00000262860	ENSG00000262860.5
	lncRNA	ENSG00000281232	ENSG00000281232.1
GOLGA6L10	protein_coding	ENSG00000274166	ENSG00000274166.2
	lncRNA	ENSG00000281104	ENSG00000281104.1
	lncRNA	ENSG00000281870	ENSG00000281870.1
	lncRNA	ENSG00000280892	ENSG00000280892.1
	lncRNA	ENSG00000282233	ENSG00000282233.1
	lncRNA	ENSG00000280971	ENSG00000280971.1
ZNF965P	processed_pseudogene	ENSG00000282352	ENSG00000282352.1
DLG5-AS1	lncRNA	ENSG00000282770	ENSG00000282770.1
GXYLT1P1	processed_pseudogene	ENSG00000282037	ENSG00000282037.1
	lncRNA	ENSG00000282690	ENSG00000282690.1
CYP4F34P	unprocessed_pseudogene	ENSG00000282782	ENSG00000282782.1
CNN2P12	processed_pseudogene	ENSG00000282611	ENSG00000282611.1
	lncRNA	ENSG00000263322	ENSG00000263322.1
KIR2DS4	protein_coding	ENSG00000275353	ENSG00000275353.1
RN7SL284P	misc_RNA	ENSG00000276516	ENSG00000276516.1
RNU6-1266P	snRNA	ENSG00000276274	ENSG00000276274.1
KIR3DL2	protein_coding	ENSG00000276357	ENSG00000276357.4
SNX18P26	processed_pseudogene	ENSG00000282677	ENSG00000282677.1
DSEL-AS1	lncRNA	ENSG00000282112	ENSG00000282112.1
LINC00328-2P	processed_pseudogene	ENSG00000282536	ENSG00000282536.1
ANKRD20A9P	unprocessed_pseudogene	ENSG00000282715	ENSG00000282715.1
DSEL	protein_coding	ENSG00000262102	ENSG00000262102.1
RNU6-55P	snRNA	ENSG00000278853	ENSG00000278853.1
DNM1P38	unprocessed_pseudogene	ENSG00000282596	ENSG00000282596.1
	snRNA	ENSG00000252379	ENSG00000252379.2
NCR1	protein_coding	ENSG00000277442	ENSG00000277442.4
	lncRNA	ENSG00000282220	ENSG00000282220.1
	processed_pseudogene	ENSG00000282388	ENSG00000282388.1
	processed_pseudogene	ENSG00000282551	ENSG00000282551.1
	TEC	ENSG00000279612	ENSG00000279612.1
	lncRNA	ENSG00000282176	ENSG00000282176.1
KIR3DL2	protein_coding	ENSG00000278809	ENSG00000278809.4
CPEB1	protein_coding	ENSG00000277445	ENSG00000277445.4
KIR2DL1	protein_coding	ENSG00000278495	ENSG00000278495.4
CRIM1	protein_coding	ENSG00000277354	ENSG00000277354.1
	processed_pseudogene	ENSG00000262113	ENSG00000262113.1
	snRNA	ENSG00000273752	ENSG00000273752.1
RPL21P36	processed_pseudogene	ENSG00000278476	ENSG00000278476.1
CRIM1-DT	lncRNA	ENSG00000279215	ENSG00000279215.1
	lncRNA	ENSG00000282734	ENSG00000282734.1
SPATC1L	protein_coding	ENSG00000274679	ENSG00000274679.4
	lncRNA	ENSG00000281997	ENSG00000281997.1
	lncRNA	ENSG00000282141	ENSG00000282141.1
DLGAP2-AS1	lncRNA	ENSG00000282001	ENSG00000282001.1
DLGAP2	protein_coding	ENSG00000282152	ENSG00000282152.1
SLC45A2	protein_coding	ENSG00000281919	ENSG00000281919.2
	lncRNA	ENSG00000281953	ENSG00000281953.1
	lncRNA	ENSG00000263270	ENSG00000263270.5
ELMO2P1	transcribed_unprocessed_pseudogene	ENSG00000280500	ENSG00000280500.1
KIR2DL5B	protein_coding	ENSG00000275436	ENSG00000275436.5
GOLGA8DP	unprocessed_pseudogene	ENSG00000278070	ENSG00000278070.2
RXFP3	protein_coding	ENSG00000277069	ENSG00000277069.2
	snRNA	ENSG00000277567	ENSG00000277567.1
ADAMTS12	protein_coding	ENSG00000281690	ENSG00000281690.2
	unprocessed_pseudogene	ENSG00000280679	ENSG00000280679.1
	snRNA	ENSG00000277091	ENSG00000277091.1
KIR3DL3	protein_coding	ENSG00000274639	ENSG00000274639.1
KIR3DL1	protein_coding	ENSG00000274920	ENSG00000274920.5
	unprocessed_pseudogene	ENSG00000280784	ENSG00000280784.1
GNG5P1	processed_pseudogene	ENSG00000280557	ENSG00000280557.1
	lncRNA	ENSG00000280765	ENSG00000280765.1
KIR2DL1	protein_coding	ENSG00000276625	ENSG00000276625.4
	misc_RNA	ENSG00000277428	ENSG00000277428.1
	protein_coding	ENSG00000278198	ENSG00000278198.1
	protein_coding	ENSG00000276256	ENSG00000276256.1
CYFIP1	protein_coding	ENSG00000280618	ENSG00000280618.2
	lncRNA	ENSG00000280898	ENSG00000280898.1
APOBEC3B-AS1	lncRNA	ENSG00000262679	ENSG00000262679.1
	unprocessed_pseudogene	ENSG00000262536	ENSG00000262536.1
APOBEC3A	protein_coding	ENSG00000262156	ENSG00000262156.4
	transcribed_unprocessed_pseudogene	ENSG00000277691	ENSG00000277691.4
KIR2DP1	unprocessed_pseudogene	ENSG00000277375	ENSG00000277375.1
	lncRNA	ENSG00000282753	ENSG00000282753.1
KIR2DL4	protein_coding	ENSG00000275317	ENSG00000275317.4
SEPTIN9-DT	lncRNA	ENSG00000282649	ENSG00000282649.1
AP2A2	protein_coding	ENSG00000280759	ENSG00000280759.2
	processed_pseudogene	ENSG00000281254	ENSG00000281254.1
PTCHD3	protein_coding	ENSG00000276595	ENSG00000276595.4
ABCB10P1	processed_pseudogene	ENSG00000281173	ENSG00000281173.1
SEPTIN9	protein_coding	ENSG00000282302	ENSG00000282302.4
GOLGA8DP	transcribed_unprocessed_pseudogene	ENSG00000278508	ENSG00000278508.3
	lncRNA	ENSG00000281513	ENSG00000281513.1
	lncRNA	ENSG00000281081	ENSG00000281081.1
	lncRNA	ENSG00000281464	ENSG00000281464.1
FRG1-DT	lncRNA	ENSG00000280716	ENSG00000280716.1
	lncRNA	ENSG00000281048	ENSG00000281048.2
	lncRNA	ENSG00000262453	ENSG00000262453.1
	lncRNA	ENSG00000281830	ENSG00000281830.1
	lncRNA	ENSG00000281916	ENSG00000281916.1
RNU1-51P	snRNA	ENSG00000276052	ENSG00000276052.1
KIR3DP1	transcribed_unprocessed_pseudogene	ENSG00000275887	ENSG00000275887.4
	transcribed_unprocessed_pseudogene	ENSG00000275495	ENSG00000275495.3
	unprocessed_pseudogene	ENSG00000281999	ENSG00000281999.1
	unprocessed_pseudogene	ENSG00000275336	ENSG00000275336.1
GOLGA6L22	protein_coding	ENSG00000274404	ENSG00000274404.3
	unprocessed_pseudogene	ENSG00000275245	ENSG00000275245.1
ODAD2P1	unprocessed_pseudogene	ENSG00000276777	ENSG00000276777.1
KRTAP5-2	protein_coding	ENSG00000278489	ENSG00000278489.2
	lncRNA	ENSG00000282044	ENSG00000282044.1
FAM210CP	processed_pseudogene	ENSG00000273681	ENSG00000273681.1
KIR2DS4	protein_coding	ENSG00000276154	ENSG00000276154.1
TRIAP1P1	processed_pseudogene	ENSG00000278364	ENSG00000278364.1
LINC02708	lncRNA	ENSG00000281240	ENSG00000281240.1
KIR2DL2	protein_coding	ENSG00000275546	ENSG00000275546.5
	snRNA	ENSG00000273501	ENSG00000273501.1
CNTNAP2	protein_coding	ENSG00000278728	ENSG00000278728.2
FAM99B	lncRNA	ENSG00000281783	ENSG00000281783.1
	snRNA	ENSG00000278036	ENSG00000278036.1
FAM99A	lncRNA	ENSG00000281733	ENSG00000281733.1
	unprocessed_pseudogene	ENSG00000275225	ENSG00000275225.1
KRTAP5-3	protein_coding	ENSG00000275920	ENSG00000275920.1
KRTAP5-4	protein_coding	ENSG00000277068	ENSG00000277068.2
KRTAP5-1	protein_coding	ENSG00000278210	ENSG00000278210.1
KIR3DL1	protein_coding	ENSG00000278856	ENSG00000278856.5
	lncRNA	ENSG00000281645	ENSG00000281645.1
	processed_pseudogene	ENSG00000281537	ENSG00000281537.1
GOLGA8EP	transcribed_unprocessed_pseudogene	ENSG00000278429	ENSG00000278429.3
KRTAP5-5	protein_coding	ENSG00000277291	ENSG00000277291.2
	lncRNA	ENSG00000282507	ENSG00000282507.1
KRTAP5-AS1	lncRNA	ENSG00000281801	ENSG00000281801.1
TUBGCP5	protein_coding	ENSG00000280807	ENSG00000280807.2
	snRNA	ENSG00000275671	ENSG00000275671.1
DUSP8	protein_coding	ENSG00000273793	ENSG00000273793.3
ABCB11	protein_coding	ENSG00000276582	ENSG00000276582.1
	processed_pseudogene	ENSG00000262892	ENSG00000262892.1
SKA1	protein_coding	ENSG00000262634	ENSG00000262634.5
GOLGA6L1	protein_coding	ENSG00000278247	ENSG00000278247.2
	lncRNA	ENSG00000282464	ENSG00000282464.1
	unprocessed_pseudogene	ENSG00000281703	ENSG00000281703.1
G6PC2	protein_coding	ENSG00000278373	ENSG00000278373.4
HERC2P2	transcribed_unprocessed_pseudogene	ENSG00000280787	ENSG00000280787.2
	unprocessed_pseudogene	ENSG00000278019	ENSG00000278019.2
LRRC56	protein_coding	ENSG00000273831	ENSG00000273831.2
DHX36	protein_coding	ENSG00000281763	ENSG00000281763.2
	lncRNA	ENSG00000280619	ENSG00000280619.1
SUDS3P1	processed_pseudogene	ENSG00000274681	ENSG00000274681.2
PROP1	protein_coding	ENSG00000280635	ENSG00000280635.1
	unprocessed_pseudogene	ENSG00000281380	ENSG00000281380.1
SMN2	protein_coding	ENSG00000273772	ENSG00000273772.4
	protein_coding	ENSG00000276565	ENSG00000276565.1
	snoRNA	ENSG00000277205	ENSG00000277205.1
	misc_RNA	ENSG00000274906	ENSG00000274906.1
LINC02549	lncRNA	ENSG00000280737	ENSG00000280737.1
SLC25A51P1	processed_pseudogene	ENSG00000281567	ENSG00000281567.1
ADH5P4	processed_pseudogene	ENSG00000277364	ENSG00000277364.2
	unprocessed_pseudogene	ENSG00000281737	ENSG00000281737.1
ELMO2P1	transcribed_unprocessed_pseudogene	ENSG00000281725	ENSG00000281725.1
HERC2P7	unprocessed_pseudogene	ENSG00000281828	ENSG00000281828.1
	protein_coding	ENSG00000278633	ENSG00000278633.1
SPATA31E3P	unprocessed_pseudogene	ENSG00000281846	ENSG00000281846.1
	pseudogene	ENSG00000278066	ENSG00000278066.1
	unprocessed_pseudogene	ENSG00000281422	ENSG00000281422.1
GOLGA8IP	transcribed_unprocessed_pseudogene	ENSG00000281356	ENSG00000281356.2
KIR2DS4	polymorphic_pseudogene	ENSG00000276209	ENSG00000276209.4
	unprocessed_pseudogene	ENSG00000281754	ENSG00000281754.1
	processed_pseudogene	ENSG00000280490	ENSG00000280490.1
LILRP2	transcribed_processed_pseudogene	ENSG00000278288	ENSG00000278288.4
SPC25	protein_coding	ENSG00000277909	ENSG00000277909.4
	misc_RNA	ENSG00000277046	ENSG00000277046.1
METRNL	protein_coding	ENSG00000275031	ENSG00000275031.2
	processed_pseudogene	ENSG00000281012	ENSG00000281012.1
KIR3DL2	protein_coding	ENSG00000278656	ENSG00000278656.4
MAPK4	lncRNA	ENSG00000282110	ENSG00000282110.1
GOLGA6L1	protein_coding	ENSG00000275009	ENSG00000275009.2
	unprocessed_pseudogene	ENSG00000280700	ENSG00000280700.1
	misc_RNA	ENSG00000276062	ENSG00000276062.1
	processed_pseudogene	ENSG00000282085	ENSG00000282085.1
	lncRNA	ENSG00000282443	ENSG00000282443.1
	misc_RNA	ENSG00000276377	ENSG00000276377.1
RNA5SP458	rRNA_pseudogene	ENSG00000262132	ENSG00000262132.1
ARHGEF26	protein_coding	ENSG00000277101	ENSG00000277101.4
PHRF1	protein_coding	ENSG00000274780	ENSG00000274780.2
MUC6	polymorphic_pseudogene	ENSG00000277518	ENSG00000277518.3
ABCB10P1	processed_pseudogene	ENSG00000280461	ENSG00000280461.1
	processed_pseudogene	ENSG00000276374	ENSG00000276374.1
	lncRNA	ENSG00000281945	ENSG00000281945.1
	processed_pseudogene	ENSG00000278688	ENSG00000278688.1
TUBGCP5	protein_coding	ENSG00000276856	ENSG00000276856.3
TBCD	protein_coding	ENSG00000278759	ENSG00000278759.2
RPS6P22	processed_pseudogene	ENSG00000262159	ENSG00000262159.1
NOSTRIN	protein_coding	ENSG00000275326	ENSG00000275326.4
	lncRNA	ENSG00000262592	ENSG00000262592.2
	processed_pseudogene	ENSG00000262036	ENSG00000262036.1
RPL4P5	processed_pseudogene	ENSG00000263127	ENSG00000263127.1
	snRNA	ENSG00000277374	ENSG00000277374.1
RNU6-1025P	snRNA	ENSG00000274980	ENSG00000274980.1
KIR2DS3	protein_coding	ENSG00000277657	ENSG00000277657.1
ARHGEF26-AS1	lncRNA	ENSG00000281157	ENSG00000281157.2
MEGF11	protein_coding	ENSG00000277848	ENSG00000277848.4
	transcribed_unprocessed_pseudogene	ENSG00000281425	ENSG00000281425.1
CDH12P2	unprocessed_pseudogene	ENSG00000280638	ENSG00000280638.1
KIR3DL3	protein_coding	ENSG00000275513	ENSG00000275513.1
PMCHL2	transcribed_unprocessed_pseudogene	ENSG00000280840	ENSG00000280840.2
	transcribed_unprocessed_pseudogene	ENSG00000278562	ENSG00000278562.3
GTF2H2	protein_coding	ENSG00000276910	ENSG00000276910.4
PAXBP1	protein_coding	ENSG00000263141	ENSG00000263141.5
	unprocessed_pseudogene	ENSG00000281149	ENSG00000281149.1
LINC01659	lncRNA	ENSG00000280986	ENSG00000280986.1
	snRNA	ENSG00000278063	ENSG00000278063.1
ZDHHC8P1	transcribed_unprocessed_pseudogene	ENSG00000281076	ENSG00000281076.2
C21orf62	protein_coding	ENSG00000262938	ENSG00000262938.6
C21orf62-AS1	lncRNA	ENSG00000263140	ENSG00000263140.5
	snRNA	ENSG00000274771	ENSG00000274771.1
CES5AP1	transcribed_unprocessed_pseudogene	ENSG00000280839	ENSG00000280839.2
KRTAP5-6	protein_coding	ENSG00000277389	ENSG00000277389.1
SDHAP2	transcribed_unprocessed_pseudogene	ENSG00000280909	ENSG00000280909.1
	TEC	ENSG00000280072	ENSG00000280072.1
CYP2D8P	unprocessed_pseudogene	ENSG00000273785	ENSG00000273785.2
	lncRNA	ENSG00000280629	ENSG00000280629.1
KRTAP5-1	protein_coding	ENSG00000280585	ENSG00000280585.1
KIR2DS2	protein_coding	ENSG00000274438	ENSG00000274438.1
	processed_pseudogene	ENSG00000281798	ENSG00000281798.1
	transcribed_processed_pseudogene	ENSG00000281374	ENSG00000281374.1
KIR2DS4	unprocessed_pseudogene	ENSG00000276254	ENSG00000276254.1
FAM230I	lncRNA	ENSG00000274657	ENSG00000274657.2
CYP2D7	polymorphic_pseudogene	ENSG00000278088	ENSG00000278088.4
KRTAP5-4	protein_coding	ENSG00000278620	ENSG00000278620.3
MUC20-OT1	lncRNA	ENSG00000280993	ENSG00000280993.2
LINC02557	lncRNA	ENSG00000281077	ENSG00000281077.1
KRTAP5-5	protein_coding	ENSG00000278302	ENSG00000278302.2
FAM99A	lncRNA	ENSG00000281261	ENSG00000281261.1
LINC02708	lncRNA	ENSG00000281633	ENSG00000281633.1
GOLGA8F	protein_coding	ENSG00000276896	ENSG00000276896.4
KRTAP5-AS1	lncRNA	ENSG00000281176	ENSG00000281176.1
MUC20-OT1	lncRNA	ENSG00000281603	ENSG00000281603.2
B3GNTL1	protein_coding	ENSG00000277033	ENSG00000277033.2
	lncRNA	ENSG00000281111	ENSG00000281111.1
DUSP8	protein_coding	ENSG00000278165	ENSG00000278165.3
DIS3L-AS1	lncRNA	ENSG00000277844	ENSG00000277844.1
	lncRNA	ENSG00000282280	ENSG00000282280.1
FAM99B	lncRNA	ENSG00000281829	ENSG00000281829.1
IFITM10	protein_coding	ENSG00000281618	ENSG00000281618.1
MUC20-OT1	lncRNA	ENSG00000281915	ENSG00000281915.2
KRTAP5-3	protein_coding	ENSG00000281191	ENSG00000281191.2
KRTAP5-2	protein_coding	ENSG00000281533	ENSG00000281533.1
	snRNA	ENSG00000275987	ENSG00000275987.1
	protein_coding	ENSG00000268674	ENSG00000268674.2
	protein_coding	ENSG00000277475	ENSG00000277475.1
HERC2P11	unprocessed_pseudogene	ENSG00000282090	ENSG00000282090.1
	snRNA	ENSG00000275405	ENSG00000275405.1
	processed_pseudogene	ENSG00000276143	ENSG00000276143.1
	unprocessed_pseudogene	ENSG00000275855	ENSG00000275855.1
	processed_pseudogene	ENSG00000282126	ENSG00000282126.1
GOLGA8G	protein_coding	ENSG00000273651	ENSG00000273651.4
GART	protein_coding	ENSG00000262473	ENSG00000262473.5
KIR2DL4	protein_coding	ENSG00000275456	ENSG00000275456.1
DECR2	protein_coding	ENSG00000274296	ENSG00000274296.3
RPS5P3	processed_pseudogene	ENSG00000262148	ENSG00000262148.1
DNAJC28	protein_coding	ENSG00000262911	ENSG00000262911.5
KIF26B	protein_coding	ENSG00000281216	ENSG00000281216.1
KIR2DS1	protein_coding	ENSG00000275306	ENSG00000275306.1
IFNGR2	protein_coding	ENSG00000262795	ENSG00000262795.5
KIR3DL2	protein_coding	ENSG00000278403	ENSG00000278403.4
OLA1P1	processed_pseudogene	ENSG00000278846	ENSG00000278846.2
	lncRNA	ENSG00000280556	ENSG00000280556.1
	lncRNA	ENSG00000280880	ENSG00000280880.1
	lncRNA	ENSG00000281542	ENSG00000281542.1
NDUFA6	protein_coding	ENSG00000277365	ENSG00000277365.3
SNTB2	protein_coding	ENSG00000260873	ENSG00000260873.6
LMNTD2	protein_coding	ENSG00000275873	ENSG00000275873.2
UTP4	protein_coding	ENSG00000262788	ENSG00000262788.3
	snRNA	ENSG00000278411	ENSG00000278411.1
SMDT1	protein_coding	ENSG00000274112	ENSG00000274112.2
	unprocessed_pseudogene	ENSG00000280476	ENSG00000280476.1
CYP2D6	protein_coding	ENSG00000275211	ENSG00000275211.4
	misc_RNA	ENSG00000274040	ENSG00000274040.1
	lncRNA	ENSG00000281019	ENSG00000281019.1
NKD2	protein_coding	ENSG00000276920	ENSG00000276920.4
	unprocessed_pseudogene	ENSG00000273635	ENSG00000273635.1
	processed_pseudogene	ENSG00000282531	ENSG00000282531.1
	unprocessed_pseudogene	ENSG00000276455	ENSG00000276455.1
MUC4	protein_coding	ENSG00000273822	ENSG00000273822.5
	unprocessed_pseudogene	ENSG00000281946	ENSG00000281946.1
MIR210HG	lncRNA	ENSG00000282810	ENSG00000282810.1
ABCB10P4	processed_pseudogene	ENSG00000274192	ENSG00000274192.1
	processed_pseudogene	ENSG00000273969	ENSG00000273969.1
	unprocessed_pseudogene	ENSG00000282058	ENSG00000282058.1
CSPG4P10	transcribed_unprocessed_pseudogene	ENSG00000282457	ENSG00000282457.1
	lncRNA	ENSG00000282201	ENSG00000282201.1
	unprocessed_pseudogene	ENSG00000276485	ENSG00000276485.2
RAB11FIP3	protein_coding	ENSG00000275338	ENSG00000275338.4
TMEM50B	protein_coding	ENSG00000263160	ENSG00000263160.6
	transcribed_unprocessed_pseudogene	ENSG00000276005	ENSG00000276005.1
	lncRNA	ENSG00000282814	ENSG00000282814.1
	processed_pseudogene	ENSG00000282516	ENSG00000282516.1
RNH1	protein_coding	ENSG00000276230	ENSG00000276230.4
	processed_pseudogene	ENSG00000282731	ENSG00000282731.1
	processed_pseudogene	ENSG00000282587	ENSG00000282587.1
GOLGA6L9	protein_coding	ENSG00000274320	ENSG00000274320.2
HERC2	protein_coding	ENSG00000277278	ENSG00000277278.4
KIR2DS2	protein_coding	ENSG00000275737	ENSG00000275737.1
	unprocessed_pseudogene	ENSG00000274801	ENSG00000274801.1
	processed_pseudogene	ENSG00000282581	ENSG00000282581.1
	misc_RNA	ENSG00000276767	ENSG00000276767.1
	protein_coding	ENSG00000274700	ENSG00000274700.1
KIR2DL5B	protein_coding	ENSG00000278481	ENSG00000278481.1
	misc_RNA	ENSG00000274122	ENSG00000274122.1
TNFRSF14	protein_coding	ENSG00000273936	ENSG00000273936.4
KIR2DS3	protein_coding	ENSG00000277163	ENSG00000277163.1
	protein_coding	ENSG00000278086	ENSG00000278086.1
	processed_pseudogene	ENSG00000280865	ENSG00000280865.1
GOLGA6L17P	transcribed_unprocessed_pseudogene	ENSG00000282209	ENSG00000282209.1
SDHAP2	transcribed_unprocessed_pseudogene	ENSG00000280521	ENSG00000280521.1
SLC12A7	protein_coding	ENSG00000276482	ENSG00000276482.3
KIR2DL4	protein_coding	ENSG00000277540	ENSG00000277540.4
	misc_RNA	ENSG00000262354	ENSG00000262354.1
	snRNA	ENSG00000262579	ENSG00000262579.1
MUC20	protein_coding	ENSG00000277753	ENSG00000277753.3
	protein_coding	ENSG00000282755	ENSG00000282755.1
OR2AS2P	unprocessed_pseudogene	ENSG00000280815	ENSG00000280815.1
OR2T6	protein_coding	ENSG00000278659	ENSG00000278659.1
OR2T2	protein_coding	ENSG00000275754	ENSG00000275754.2
	unprocessed_pseudogene	ENSG00000282514	ENSG00000282514.1
GOLGA2P10	transcribed_unprocessed_pseudogene	ENSG00000282183	ENSG00000282183.1
